key,zh-cn,zh-tw,en,ja
el.datepicker.endTime,结束时间,結束時間,End Time,終了時間
el.datepicker.month1,1 月,1 月,January,1月
el.datepicker.month10,10 月,10 月,October,10月
el.datepicker.month11,11 月,11 月,November,11月
el.datepicker.month12,12 月,12 月,December,12月
el.datepicker.month2,2 月,2 月,February,2月
el.datepicker.month3,3 月,3 月,March,3月
el.datepicker.month4,4 月,4 月,April,4月
el.datepicker.month5,5 月,5 月,May,5月
el.datepicker.month6,6 月,6 月,June,6月
el.datepicker.month7,7 月,7 月,July,7月
el.datepicker.month8,8 月,8 月,August,8月
el.datepicker.month9,9 月,9 月,September,9月
el.datepicker.monthTablePrompt,使用方向键与 Enter 键可选择月份,使用方向鍵與 Enter 鍵以選擇月份,Use the arrow keys and enter to select the month,
el.datepicker.months.apr,四月,四月,Apr,4月
el.datepicker.months.aug,八月,八月,Aug,8月
el.datepicker.months.dec,十二月,十二月,Dec,12月
el.datepicker.months.feb,二月,二月,Feb,2月
el.datepicker.months.jan,一月,一月,Jan,1月
el.datepicker.months.jul,七月,七月,Jul,7月
el.datepicker.months.jun,六月,六月,Jun,6月
el.datepicker.months.mar,三月,三月,Mar,3月
el.datepicker.months.may,五月,五月,May,5月
el.datepicker.months.nov,十一月,十一月,Nov,11月
el.datepicker.months.oct,十月,十月,Oct,10月
el.datepicker.months.sep,九月,九月,Sep,9月
el.datepicker.nextMonth,下个月,下個月,Next Month,翌月
el.datepicker.nextYear,后一年,後一年,Next Year,翌年
el.datepicker.now,此刻,現在,Now,現在
el.datepicker.prevMonth,上个月,上個月,Previous Month,前月
el.datepicker.prevYear,前一年,前一年,Previous Year,前年
el.datepicker.selectDate,选择日期,選擇日期,Select date,日付を選択
el.datepicker.selectTime,选择时间,選擇時間,Select time,時間を選択
el.datepicker.selectedDate,已选日期,已選日期,Selected date,
el.datepicker.startDate,开始日期,開始日期,Start Date,開始日
el.datepicker.startTime,开始时间,開始時間,Start Time,開始時間
el.datepicker.today,今天,今天,Today,今日
el.datepicker.week,,,week,
el.datepicker.weeks.fri,五,五,Fri,金
el.datepicker.weeks.mon,一,一,Mon,月
el.datepicker.weeks.sat,六,六,Sat,土
el.datepicker.weeks.sun,日,日,Sun,日
el.datepicker.weeks.thu,四,四,Thu,木
el.datepicker.weeks.tue,二,二,Tue,火
el.datepicker.weeks.wed,三,三,Wed,水
el.datepicker.weeksFull.fri,星期五,星期五,Friday,
el.datepicker.weeksFull.mon,星期一,星期一,Monday,
el.datepicker.weeksFull.sat,星期六,星期六,Saturday,
el.datepicker.weeksFull.sun,星期日,星期日,Sunday,
el.datepicker.weeksFull.thu,星期四,星期四,Thursday,
el.datepicker.weeksFull.tue,星期二,星期二,Tuesday,
el.datepicker.weeksFull.wed,星期三,星期三,Wednesday,
el.datepicker.year,年,年,,年
el.datepicker.yearTablePrompt,使用方向键与 Enter 键可选择年份,使用方向鍵與 Enter 鍵以選擇年份,Use the arrow keys and enter to select the year,
el.dialog.close,关闭此对话框,關閉此對話框,Close this dialog,
el.drawer.close,关闭此对话框,關閉此對話框,Close this dialog,
el.dropdown.toggleDropdown,切换下拉选项,切換下拉選單,Toggle Dropdown,
el.image.error,加载失败,載入失敗,FAILED,失敗
el.inputNumber.decrease,减少数值,減少數值,decrease number,
el.inputNumber.increase,增加数值,增加數值,increase number,
el.mention.loading,加载中,載入中,Loading,ロード中
el.messagebox.cancel,取消,取消,Cancel,キャンセル
el.messagebox.close,关闭此对话框,關閉此對話框,Close this dialog,
el.messagebox.confirm,确定,確定,OK,OK
el.messagebox.error,输入的数据不合法!,輸入的資料不符合規定!,Illegal input,正しくない入力
el.messagebox.title,提示,提示,Message,メッセージ
el.messagebox.uploadingTip,当前文件正在上传中，离开页面可能导致本次上传失败,當前檔案正在上傳中，離開頁面可能導致本次上傳失敗,Files are currently being uploaded. Leaving this page may cause the upload to fail.,ファイルのアップロード中です。ページを離れると、今回はアップロードに失敗する可能性があります。
el.messagebox.confirmLeave,确认离开,確認離開,Confirm leave,確認離開
el.pageHeader.title,返回,返回,Back,戻る
el.pagination.currentPage,第 {pager} 页,第 {pager} 頁,page {pager},page {pager}
el.pagination.deprecationWarning,你使用了一些已被废弃的用法，请参考 el-pagination 的官方文档,偵測到已過時的使用方式，請參閱 el-pagination 說明文件以了解更多資訊,"Deprecated usages detected, please refer to the el-pagination documentation for more details",
el.pagination.goto,前往,前往,Go to,
el.pagination.next,下一页,下一頁,Go to next page,Go to next page
el.pagination.nextPages,向后 {pager} 页,向後 {pager} 頁,Next {pager} pages,Next {pager} pages
el.pagination.page,页,頁,Page,Page
el.pagination.pageClassifier,页,頁,,ページ目へ
el.pagination.pagesize,条/页,項/頁,/page,件/ページ
el.pagination.prev,上一页,上一頁,Go to previous page,Go to previous page
el.pagination.prevPages,向前 {pager} 页,向前 {pager} 頁,Previous {pager} pages,Previous {pager} pages
el.pagination.total,共 {total} 条,共 {total} 項,Total {total},総計 {total} 件
el.popconfirm.cancelButtonText,取消,取消,No,いいえ
el.popconfirm.confirmButtonText,确定,確認,Yes,はい
el.select.loading,加载中,載入中,Loading,ロード中
el.select.noData,无数据,無資料,No data,データなし
el.select.noMatch,无匹配数据,無相符資料,No matching data,データなし
el.select.placeholder,请选择,請選擇,Select,選択してください
el.slider.defaultLabel,滑块介于 {min} 至 {max},滑桿介於 {min} 至 {max},slider between {min} and {max},
el.slider.defaultRangeEndLabel,选择结束值,選擇結束值,pick end value,
el.slider.defaultRangeStartLabel,选择起始值,選擇起始值,pick start value,
el.table.clearFilter,全部,全部,All,すべて
el.table.confirmFilter,筛选,篩選,Confirm,確認
el.table.emptyText,暂无数据,暫無資料,No Data,データなし
el.table.resetFilter,重置,重置,Reset,初期化
el.table.sumText,合计,合計,Sum,合計
el.tour.finish,结束导览,結束導覽,Finish,ツアー終了
el.tour.next,下一步,下一步,Next,次へ
el.tour.previous,上一步,上一步,Previous,前へ
el.transfer.filterPlaceholder,请输入搜索内容,請輸入搜尋內容,Enter keyword,キーワードを入力
el.transfer.hasCheckedFormat,已选 {checked}/{total} 项,已選 {checked}/{total} 項,{checked}/{total} checked,{checked}/{total} を選択した
el.transfer.noCheckedFormat,共 {total} 项,共 {total} 項,{total} items,総計 {total} 件
el.transfer.noData,无数据,無資料,No data,データなし
el.transfer.noMatch,无匹配数据,無相符資料,No matching data,データなし
el.transfer.titles,"列表 1,列表 2","列表 1,列表 2","List 1,List 2","リスト 1,リスト 2"
el.tree.emptyText,暂无数据,暫無資料,No Data,データなし
el.upload.continue,继续上传,繼續上傳,Continue,続行する
el.upload.delete,删除,刪除,Delete,削除する
el.upload.deleteTip,按 Delete 键可删除,按 Delete 鍵以刪除,press delete to remove,Delキーを押して削除する
el.upload.preview,查看图片,查看圖片,Preview,プレビュー
file.file,文件,文件,File,ファイル
file.file_empty,文件内容不能为空,文件內容不能為空,File content cannot be empty,ファイル内容を入力してください
file.file_exceed,文件上传大小不能超过{size}MB({name}大小已超出),文件上傳大小不能超過{size}MB({name}大小已超出),File upload size cannot exceed {size}MB ({name} size exceeds),ファイルサイズは{size}MB以下でなければなりません ({name}サイズが超過しました)
file.size_limit,图片大小不能超过{size}MB,圖片大小不能超過{size}MB,Image size cannot exceed {size}MB,画像サイズは{size}MB以下でなければなりません
file.file_exceed_limit,最多上传{limit}个文件,最多上傳{limit}個文件,Upload up to {limit} files,最大{limit}個のファイルをアップロードできます
file.file_format,支持格式：{format},支持格式：{format},Supported formats: {format},サポートされる形式：{format}
file.file_size,单个文件大小不超过{size}MB,單個文件大小不超過{size}MB,File size must be less than {size}MB,ファイルサイズは{size}MB以下でなければなりません
file.support_format,目前仅支持{format}格式文件,,,
filter.date_range.all_time,所有时间,所有時間,All Time,すべての時間
filter.date_range.last_12_months,过去12月,過去12月,Last 12 Months,過去12月
filter.date_range.last_3_months,过去3月,過去3月,Last 3 Months,過去3月
filter.date_range.last_4_weeks,过去4周,過去4周,Last 4 Weeks,過去4週
filter.date_range.last_7_days,过去7天,過去7天,Last 7 Days,過去7日
filter.date_range.this_month,本月至今,本月至今,This Month,今月
filter.date_range.this_quarter,本季度至今,本季度至今,This Quarter,今四半期
filter.date_range.this_year,本年至今,本年至今,This Year,今年
filter.date_range.today,今天,今天,Today,今日
filter.end_time,结束时间,結束時間,End Time,結束時間
filter.start_time,开始时间,開始時間,Start Time,開始時間
form.account,账号,賬號,Account,アカウント
form.account_alias,手机,手機,Mobile,電話番号
form.account_format,请输入正确的手机或邮箱,請輸入正確的手機或郵箱,Please enter a valid mobile or email,正しい電話番号またはメールアドレスを入力してください
form.avatar,头像,頭像,Avatar,アバター
form.change,修改,修改,Change,変更
form.creator,创建人,創建人,Creator,作成者
form.desc,描述,描述,Description,説明
form.email,邮箱,郵箱,Email,メールアドレス
form.email_format,请输入正确的邮箱,請輸入正確的郵箱,Please enter a valid email,正しいメールアドレスを入力してください
form.email_validator,请输入正确的邮箱,請輸入正確的郵箱,Please enter the correct email,正しいメールアドレスを入力してください
form.email_verify,邮箱验证,郵箱驗證,Email Verification,メール認証
form.existing_email,该邮箱已注册，请使用该账号登录。,該郵箱已註冊，請使用該帳號登入。,This email has been registered. Please log in with this account.,このメールアドレスはすでに登録されています。ご登録済みのアカウントでログインしてください。
form.existing_mobile,该手机号已注册，请使用该账号登录。,該手機號已註冊，請使用該帳號登入。,This mobile number has been registered. Please log in with this account.,この電話番号は既に登録されています。このアカウントでログインしてください。
form.get_verify_code,获取验证码,獲取驗證碼,Get Verification Code,認証コードを取得
form.icon,图标,圖標,Icon,アイコン
form.icon_placeholder,为保证显示效果，请上传宽高比 1:1 的图片,為保證顯示效果，請上傳寬高比 1:1 的圖片,"For best display, please upload an image with a 1:1 aspect ratio",表示効果を確保するため、縦横比1:1の画像をアップロードしてください
form.image_validator,请上传图片,請上傳圖片,Please upload the image,画像をアップロードしてください
form.input_placeholder,请输入,請輸入,Please enter,入力してください
form.library_desc_placeholder,请输入知识库的简介,請輸入知識庫的簡介，如：產品設計與研發,"Please enter the knowledge base description, such as: product design and development",ナレッジベースの説明を入力してください。例：製品設計と開発
form.library_view_member,知识库成员可访问,知識庫成員可訪問,Knowledge Base Members Access,ナレッジベースメンバーがアクセス可能
form.library_view_public,公开访问,公開訪問,Public Access,公開アクセス
form.library_view_scope,知识库公开范围,知識庫公開範圍,Knowledge Base Access Scope,ナレッジベース公開範囲
form.library_view_team,团队空间成员可访问,團隊空間成員可訪問,Team Space Members Access,チームスペースメンバーがアクセス可能
form.link_placeholder,请输入链接,請輸入連結,Please enter the link,リンクを入力してください
form.link_validator,请输入正确的链接,請輸入正確的連結,Please enter the correct link,正しいリンクを入力してください
form.mobile,手机号,手機號,Mobile,電話番号
form.mobile_format,请输入正确手机号,請輸入正確手機號,Please enter a valid mobile number,正しい電話番号を入力してください
form.mobile_format_error,手机号格式错误,手機號格式錯誤,Mobile number format error,電話番号形式エラー
form.mobile_or_email_validator,请输入正确的手机号或邮箱,請輸入正確的手機號或郵箱,Please enter the correct mobile number or email,正しい電話番号またはメールアドレスを入力してください
form.mobile_validator,请输入正确的手机号,請輸入正確的手機號,Please enter the correct mobile number,正しい電話番号を入力してください
form.mobile_verify,手机验证,手機驗證,Mobile Verification,電話認証
form.name,名称,名稱,Name,名前
form.new_email,新邮箱,新郵箱,New Email,新しいメールアドレス
form.new_mobile,新手机号,新手機號,New Mobile,新しい電話番号
form.new_password,新密码,新密碼,New Password,新しいパスワード
form.new_password_confirm,重复新密码,確認新密碼,Confirm New Password,パスワードの確認
form.new_password_confirm_placeholder,请再次输入新密码,請再次輸入新密碼,Please re-enter new password,新しいパスワードを再入力してください
form.new_password_placeholder,请输入新密码,請輸入新密碼,Please enter new password,新しいパスワードを入力してください
form.nickname,昵称,暱稱,Nickname,ニックネーム
form.old_mobile,旧手机号,,,
form.optional,选填项,選填項,Optional,任意項目
form.password,密码,密碼,Password,パスワード
form.password_format,密码必须包含大小写字母和数字,密碼必須包含大小寫字母和數字,"Password must contain uppercase, lowercase letters and numbers",パスワードは大文字、小文字、数字を含む必要があります
form.password_length,密码长度必须在 8-20 个字符之间,密碼長度必須在 8-20 個字符之間,Password must be between 8-20 characters,パスワードは8〜20文字である必要があります
form.password_no_chinese,密码不能包含中文,密碼不能包含中文,Password cannot contain Chinese characters,パスワードには中国語の文字を含めることができません
form.password_not_match,两次输入的密码不一致,兩次輸入的密碼不一致,The two passwords do not match,入力されたパスワードが一致しません
form.password_placeholder,请输入密码,請輸入密碼,Please enter password,パスワードを入力してください
form.password_validator,请输入密码,請輸入密碼,Please enter the password,パスワードを入力してください
form.path_validator,请输入正确的路径,請輸入正確的路徑,Please enter the correct path,正しいパスを入力してください
form.remark,备注, 備註 ,Remark, 備考
form.required,必填项,必填項,Required,必須項目
form.reset_password,重置密码,重置密碼,Reset Password,パスワードをリセット
form.reset_password_method,选择重置密码的方式,選擇重置密碼的方式,Select a password reset method,パスワードをリセットする方法を選択
form.select_placeholder,请选择,請選擇,Please select,選択してください
form.select_verify,请选择验证方式,請選擇驗證方式,Please select verification method,認証方法を選択してください
form.text_validator,请输入文本,請輸入文本,Please enter the text,テキストを入力してください
form.textarea_validator,请输入文本,請輸入文本,Please enter the text,テキストを入力してください
form.url_validator,请输入正确的URL,請輸入正確的URL,Please enter the correct URL,正しいURLを入力してください
form.username_length,账号长度必须在 5-20 个字符之间,,,アカウント名の長さは 5~20 文字でなければなりません
form.verify_code,验证码,驗證碼,Verification Code,認証コード
form.verify_code_format,请输入正确的验证码,請輸入正確的驗證碼,Please enter a valid verification code,正しい認証コードを入力してください
form.verify_code_placeholder,请输入验证码,,,
form.verify_old_mobile,验证你的旧手机号码,驗證你的舊手機號碼,Verify your old phone number,古い携帯電話番号を確認してください
guide.confirm_password,确认密码,確認密碼,Confirm Password,パスワードの確認
guide.confirm_password_placeholder,请再次确认密码,請再次確認密碼,Please confirm your password again,再度パスワードを確認してください
guide.description,仅需 1 分钟，三步完成系统初始化，请根据指引填写基础信息并完成模型配置,當前為初始化環節，需錄入站點等基礎資訊，用於系統基礎配置搭建,"This is the initialization process. Please enter basic information (e.g., site details) to set up the system configuration.",現在は初期化段階です。サイト情報などの基本情報を入力し、システム基本設定の構築に使用してください
guide.init,确定,初始化,Initialize,初期化
guide.jump_tip,初始化完成... {count} 秒后跳转进入系统,將在 {count} 秒後自動跳轉到首頁,Will automatically jump to the homepage in {count} seconds,{count}秒後にホームページに自動的に移動します
guide.next,下一步,下一步,Next Step,次のステップ
guide.prev,上一步,上一步,Previous Step,前のステップ
guide.title,53AI Hub 安装面版,歡迎使用53AI Hub,Welcome to 53AI Hub,53AI Hubをご利用いただきありがとうございます
guide.website_info,基础信息,站點資訊,Site Information,サイト情報
guide.website_info_name,企业,站點名稱,Site Name,サイト名
guide.website_info_name_placeholder,请输入企业的名称,請輸入站點的名稱,Please enter the site name,サイト名を入力してください
guide.platform,接入平台,接入平台,Platform,プラットフォーム
guide.platform_placeholder,请选择接入平台,請選擇接入平台,Please select a platform,プラットフォームを選択してください
guide.platform_access,配置模型,平台接入,Platform Access,プラットフォーム接続
guide.base_url_placeholder,请输入BaseURL,請輸入BaseURL,Please enter BaseURL,BaseURLを入力してください
guide.api_key_placeholder,请输入API Key,請輸入API Key,Please enter API Key,API Keyを入力してください
guide.website_success,完成安装,完成安裝,Installation Completed,インストール完了
guide.initializing,初始化中，请稍等...,初始化中，請稍等...,Initializing, please wait...,初期化中、お待ちください...
guide.enter_system,进入系统,進入系統,Enter System,システムに入る
history.all_record,全部记录,全部記錄,All Records,すべての記錄
history.delete_version_confirm,确定删除该版本吗？,確定刪除該版本嗎？,Are you sure you want to delete this version?,このバージョンを削除してもよろしいですか？
history.delete_version_title,删除版本,刪除版本,Delete Version,バージョンを削除
history.edit_version_title,编辑版本,編輯版本,Edit Version,バージョンを編集
history.empty_record,暂无记录,暫無記錄,No record,空の記録
history.empty_version,暂无版本,暫無版本,No version,空のバージョン
history.only_show_published,仅显示已发布的历史记录,僅顯示已發布的歷史記錄,Only show published historical records,公開された歴史記錄のみ表示
history.published,已发布,已發布,Published,公開
history.restore_confirm,"恢复后，将覆盖原本内容,以及重新生成索引，确定要恢复吗？","恢復後，將覆蓋原本內容,以及重新生成索引，確定要恢復嗎？","After restoration, the original content will be overwritten, and the index will be regenerated. Are you sure you want to restore?",復元後、元の内容が上書きされ、インデックスが再生成されます。復元してもよろしいですか？
history.restore_record,恢复此记录,恢復此記錄,Restore this Record,この記錄を復元
history.restore_success,恢复成功，正在跳转至编辑页,恢復成功，正在跳轉至編輯頁,"Restore successfully, redirecting to edit page",復元成功、編集ページにリダイレクトします
history.restore_version,恢复此版本,恢復此版本,Restore this Version,このバージョンを復元
history.save_version,保存为版本,保存為版本,Save as Version,バージョンとして保存
history.save_version_label,名称,名稱,Name,名前
history.save_version_title,保存为版本,保存為版本,Save as Version,バージョンとして保存
history.saved_version_tip,已存为版本：{version},已存為版本：{version},Saved as version: {version},バージョンとして保存：{version}
history.title,历史版本,歷史版本,Historical Version,歴史バージョン
history.version,版本,版本,Version,バージョン
index.agent_recommend,精选智能体,精選智能體,Featured Agents,おすすめエージェント
index.agent_recommend_desc,打造您的第二生产力引擎,打造您的第二生產力引擎,Build your second productivity engine,第二の生産力エンジンを構築する
index.ai_search_setup_tip,请先前往后台进行AI搜索设置,請先前往後台進行AI搜索設置,Please configure AI search in the admin panel first,管理画面でAI検索を設定してください
index.work_ai_setup_tip,请先前往后台进行工作台设置,請先前往後台進行工作台設置,Please configure work AI in the admin panel first,管理画面でワークAIを設定してください
index.banner_desc,精选工作场景 AI 资源，让 AI 成为你的生产力助手,精選工作場景 AI 資源，讓 AI 成為你的生產力助手,"Select AI resources for your workflow, make AI your productivity tool",ワークフローに応じた AI リソースを選択し、AI を生産性ツールに変えます
index.banner_title,“{name} 专家”  效率倍增的秘密武器,“{name} 專家”  效率倍增的秘密武器,“{name} Expert” The secret weapon for efficiency,“{name} 専門家”  効率を倍増する秘密の武器
index.chat_placeholder,请输入你想询问的问题，shift+enter换行,請輸入你想詢問的問題，shift+enter換行,"Enter your question, shift+enter for new line",質問を入力してください。shift+enterで改行
index.chat_placeholder_library,"基于""{name}""提问，shift+enter换行",基於「{name}」提問，shift+enter換行,"Ask based on ""{name}"", shift+enter for new line",「{name}」に基づいて質問。shift+enterで改行
index.hot_search,热门搜索,熱門搜索,Hot Search,人気の検索
index.hot_search_browser,浏览器自动化,瀏覽器自動化,Browser automation,ブラウザ自動化
index.hot_search_email,邮件发送,郵件發送,Email sending,メール送信
index.hot_search_file_op,文件操作,文件操作,File operations,ファイル操作
index.hot_search_image,图片处理,圖片處理,Image processing,画像処理
index.hot_search_web_crawl,网页抓取,網頁抓取,Web scraping,ウェブスクレイピング
index.prompt_recommend,精选提示词,精選提示詞,Featured Prompts,おすすめプロンプト
index.prompt_recommend_desc,掌握用大模型解决问题的方法,用好提示詞才能始終領先一步,Use prompts well to always stay ahead,プロンプトを使いこなすことで、常に先進的な状態を維持できます
index.search_placeholder,输入您想查找的AI资源,輸入您想查找的AI資源,Enter the AI resource you want to find,検索したいAIリソースを入力してください
index.toolbox_recommend,精选AI工具,精選AI工具,Featured AI Tools,おすすめAIツール
index.toolbox_recommend_desc,用好 AI 工具才能始终领先一步,用好 AI 工具才能始終領先一步,"Select AI resources for your workflow, make AI your productivity tool",ワークフローに応じた AI リソースを選択し、AI を生産性ツールに変えます
index.use_history,{count}人聊过,{count}人聊過,{count} people have chatted,{count}人が利用
index.welcome_use,欢迎使用,歡迎使用,Welcome,ようこそ
index.knowledge_search,知识搜问,知識搜問,Knowledge Search,ナレッジ検索
index.search_in_space,在当前知识空间中搜索或提问...,在當前知識空間中搜索或提問...,Search or ask in current knowledge space...,現在のナレッジスペースで検索または質問...
index.select_knowledge_range,选择知识范围,選擇知識範圍,Select Knowledge Scope,知識の範囲を選択
work_ai.welcome_use,希望我为你做什么？,希望我為你做什麼？,I hope I can help you with that,私はあなたのために役立てることを望みます
work_ai.chat_placeholder,分配一项任务或基于企业知识提任何问题,分配一項任務或基於企業知識提任何問題,Assign a task or ask any question based on enterprise knowledge,企業知識に基づいてタスクを割り当てるか、任意の質問をすること
work_ai.skill_placeholder_knowledge,指定知识或技能问答,指定知識或技能問答,Specify knowledge or skill Q&A,知識またはスキルQ&Aを指定
work_ai.knowledge_placeholder,指定知识问答,指定知識問答,Specify knowledge Q&A,知識Q&Aを指定
work_ai.skill_placeholder,指定技能问答,指定技能問答,Specify skill Q&A,スキルQ&Aを指定
work_ai.suggested_questions,你可以问：,你可以問：,You can ask:,あなたは聞くことができます：
work_ai.more,更多,更多,More,もっと見る
work_ai.view_document,查看文档,查看文檔,View Document,ドキュメントを表示
work_ai.new_chat,新会话,新會話,New Chat,新しいチャット
internal_user.organization.user_search_placeholder,搜索成员,,,
internal_user.scope.selected_title,已选成员,,,
language_option_label.en,英文-EN,英文-EN,English-EN,英文-EN
language_option_label.jp,日文-JP,日文-JP,日本語-JP,日本語-JP
language_option_label.zh-cn,中文-CN,中文-CN,中文-CN,中文-CN
language_option_label.zh-tw,中文-TW,中文-TW,中文-TW,中文-TW
library.add_to,添加到,新增至,Add to,追加先
library.all_libraries,全部知识库,全部知識庫,All Knowledge Bases,すべてのナレッジベース
library.all_knowledge,全部知识,全部知識,All Knowledge,すべての知識
library.all_spaces,全员空间,全員空間,All Member Space,全員スペース
library.can_add_to,可添加到有编辑权限的知识库目录下,可新增至有編輯權限的知識庫目錄下,Can be added to the knowledge base directories with edit permissions,編集権限のある知識ベースディレクトリに追加できます
library.chat,知识库问答,知識庫問答,Knowledge Base Q&A,ナレッジベースQ&A
library.corpus_view,语料视图,語料視圖,Corpus View,コーパスビュー
library.create,创建知识库,創建知識庫,Create Knowledge Base,ナレッジベースを作成
library.create_folder,新建文件夹,新建文件夾,New Folder,新しいフォルダを作成
library.create_md,新建知识,新建知識,New Knowledge,新しい知識を作成
library.default,默认知识库,預設知識庫,Default Knowledge Base,デフォルトナレッジベース
library.docs_dingtalk_import,从飞书文档导入,從飛書文檔導入,Import from Feishu Docs,Feishuドキュメントからインポート
library.docs_feishu_import,从钉钉文档导入,從釘釘文檔導入,Import from DingTalk Docs,DingTalkドキュメントからインポート
library.docs_qq_import,从腾讯文档导入,從騰訊文檔導入,Import from Tencent Docs,テンセントドキュメントからインポート
library.document,文档,文檔,Document,ドキュメント
library.document_app,文档应用,文檔應用,Document App,ドキュメントアプリ
library.document_chat,文档助手,文檔問答,Document Q&A,ドキュメントQ&A
library.empty_desc,创建企业知识库，沉淀团队知识，提升协作效率,創建企業知識庫，沉澱團隊知識，提升協作效率,"Create enterprise knowledge base, accumulate team knowledge, improve collaboration efficiency",企業ナレッジベースを作成し、チームの知識を蓄積して協力効率を向上させる
library.file_count,{count}个文件,{count}個文件,{count} files,{count}ファイル
library.github_import,从Github导入,從Github導入,Import from Github,Githubからインポート
library.home,首页,首頁,Home,ホーム
library.knowledge_chat,知识问答,知識問答,Knowledge Q&A,知識Q&A
library.knowledge_map,知识地图,知識地圖,Knowledge Map,知識地図
library.knowledge_map_desc,智能提炼文档核心内容，生成结构化层级知识地图，点击知识点触发深度解读，助力快速梳理知识脉络,智能提煉文檔核心內容，生成結構化層級知識地圖，點擊知識點觸發深度解讀，助力快速梳理知識脈絡,Intelligent extraction of document core content, generating structured hierarchical knowledge maps, clicking knowledge points triggers in-depth interpretation, helping to quickly sort out knowledge context,文書の核心内容を智能的に抽出し、構造化された階層的な知識マップを生成し、知識ポイントをクリックして深い解釈をトリガーし、知識の脈絡を迅速に整理する
library.knowledge_point,知识点,知識點,Knowledge Point,知識ポイント
library.explain_knowledge_point,讲解知识点,講解知識點,Explain Knowledge Point,知識ポイントを解説
library.generating_knowledge_map,正在生成知识地图...,正在生成知識地圖...,Generating knowledge map...,知識マップを生成中...
library.elapsed_time,已用时,已用時,Elapsed time,経過時間
library.use_cases,适用场景,適用場景,Use Cases,使用シーン
library.use_case_1,技术文档说明：快速搭建知识框架，缩短认知周期,技術文檔說明：快速搭建知識框架，縮短認知周期,Technical documentation: Quickly build knowledge framework, shorten cognition cycle,技術文書説明：知識フレームワークを迅速に構築し、認知サイクルを短縮
library.use_case_2,员工培训/课件：可按层级检索所需知识点，点击获取详细解读,員工培訓/課件：可按層級檢索所需知識點，點擊獲取詳細解讀,Employee training/courseware: Search knowledge points by level, click for detailed interpretation,従業員トレーニング/教材：階層で知識ポイントを検索し、クリックで詳細な解釈を取得
library.use_case_3,项目方案解读：非专业人员可通过可视化层级快速理解核心信息,項目方案解讀：非專業人員可通過可視化層級快速理解核心信息,Project interpretation: Non-professionals can quickly understand core information through visual hierarchy,プロジェクト解釈：非専門家が視覚的な階層で核心情報を迅速に理解
library.ai_disclaimer,内容均由AI生成，仅供参考,內容均由AI生成，僅供參考,Content generated by AI, for reference only,コンテンツはAIによって生成され、参考用です
library.regenerate_knowledge_map,请重新生成知识地图,請重新生成知識地圖,Please regenerate the knowledge map,知識マップを再生成してください
library.knowledge_view,知识视图,知識視圖,Knowledge View,知識ビュー
library.library_home,知识库首页,知識庫首頁,Knowledge Base Home,ナレッジベースホーム
library.local_upload,本地上传,本地上傳,Local Upload,ローカルからアップロード
library.manage,管理知识库,管理知識庫,Manage Knowledge Base,ナレッジベースを管理
library.name,知识库,知識庫,Knowledge Base,ナレッジベース
library.no_folder,暂无目录,暫無目錄,No Directories,ディレクトリがありません
library.no_library,暂无知识库,暫無知識庫,No Knowledge Bases,知識ベースがありません
library.no_space,暂无空间,暫無空間,No Spaces,スペースがありません
library.number,{document_num}个文档 / {folder_num}个文件夹,{document_num}個文檔 / {folder_num}個文件夾,{document_num} documents / {folder_num} folders,{document_num}個のドキュメント / {folder_num}個のフォルダ
library.recent_library,最近知识库,最近知識庫,Recent Knowledge Base,最近のナレッジベース
library.root_folder,知识库根目录,知識庫根目錄,Root Directory of Knowledge Base,知識ベースルートディレクトリ
library.search,搜索知识库,搜索知識庫,Search Knowledge Base,ナレッジベースを検索
library.search_input_text,快速搜索文档标题,快速搜尋文件標題,Quick search document titles,ドキュメントタイトルを検索
library.search_input_text_v2,最近访问的知识库,訪問最近的知識庫,Access recent knowledge bases,最近のナレッジベースにアクセス
library.space_name,空间名称,空間名稱,Space Name,スペース名
library.team_space,团队空间,團隊空間,Team Space,チームスペース
library.tmpl_create,模板创建,模板創建,Template Creation,テンプレートから作成
library.upload_file,上传文件,上傳文件,Upload File,ファイルをアップロード
library.upload_folder,上传文件夹,上傳文件夾,Upload Folder,フォルダをアップロード
library.this_library_content,本知识库内容,本知識庫內容,This library content,このナレッジベースの内容
library.apply_permission_unlock,申请权限，即可解锁,申請權限，即可解鎖,Apply for permission to unlock,権限を申請してロック解除
library.docs_count,{count}文档,{count}文檔,{count} docs,{count}ドキュメント
library.open_auto_select,开启自动选择,開啟自動選擇,Enable Auto Select,自動選択を有効化
library.close_auto_select,关闭自动选择,關閉自動選擇,Disable Auto Select,自動選択を無効化
login.agree,登录即视您同意,登入即視您同意,"By logging in, you agree to",ログインすると、以下に同意したことになります
login.bind_mobile,绑定手机号,綁定手機號,Bind Mobile Number,携帯電話番号をバインド
login.immediate_login,立即登录,立即登入,Immediate Login,すぐにログイン
login.local_ai_privacy_policy,AI隐私协议,AI隱私政策,AI Privacy Policy,AIプライバシーポリシー
login.local_privacy_policy,隐私协议,隱私政策,Privacy Policy,プライバシーポリシー
login.local_terms_of_service,服务协议,服務條款,Terms and Conditions,利用規約
login.login_by_mobile,使用手机登录,使用手機登入,Use Mobile Login,携帯電話でログイン
login.login_by_password,使用密码登录,使用密碼登入,Use Password Login,パスワードでログイン
