key,zh-cn,zh-tw,en,ja
graph_template.source_entity_placeholder,请选择来源实体,請選擇來源實體,Select source entity,ソースエンティティを選択
graph_template.relation_type_placeholder,请输入关系类型，例如：包含,請輸入關係類型，例如：包含,Enter relation type, e.g. contains,関係タイプを入力（例：含む）
graph_template.target_entity_placeholder,请选择目标实体,請選擇目標實體,Select target entity,ターゲットエンティティを選択
graph_template.json_format_invalid,JSON 格式有误，已强制重置为上次有效数据,JSON 格式有誤，已強制重置為上次有效數據,Invalid JSON format, reset to last valid data,JSON形式が無効です。最後の有効なデータにリセットしました
graph_template.add_entity_first,请先添加核心实体,請先添加核心實體,Please add core entity first,先にコアエンティティを追加してください
graph_template.fill_entity_name,请先填写至少一个实体名称,請先填寫至少一個實體名稱,Please fill in at least one entity name,少なくとも1つのエンティティ名を入力してください
graph_template.config_two_entities,请先配置至少两个实体,請先配置至少兩個實體,Please configure at least two entities,少なくとも2つのエンティティを設定してください
graph_template.complete_entity_info,请先完善核心实体的名称或属性,請先完善核心實體的名稱或屬性,Please complete core entity name or properties,コアエンティティの名前またはプロパティを完成してください
graph_template.ai_generate_success,AI 已生成关系类型,AI 已生成關係類型,AI has generated relation types,AIが関係タイプを生成しました
graph_template.ai_generate_failed,AI 生成关系类型失败,AI 生成關係類型失敗,Failed to generate relation types by AI,AIによる関係タイプ生成に失敗しました
graph_template.json_format_error,JSON 格式有误，请检查后再提交,JSON 格式有誤，請檢查後再提交,Invalid JSON format, please check before submitting,JSON形式が無効です。送信前に確認してください
graph_template.config_one_entity,请至少配置一个完整的核心实体（名称和至少一个属性）,請至少配置一個完整的核心實體（名稱和至少一個屬性）,Please configure at least one complete core entity (name and at least one property),少なくとも1つの完全なコアエンティティ（名前と少なくとも1つのプロパティ）を設定してください
graph_template.entity_name_duplicate,核心实体名称不能重复，请检查后重新提交,核心實體名稱不能重複，請檢查後重新提交,Core entity names cannot be duplicated, please check and resubmit,コアエンティティ名は重複できません。確認して再送信してください
graph_template.config_one_relation,请至少配置一个关系类型,請至少配置一個關係類型,Please configure at least one relation type,少なくとも1つの関係タイプを設定してください
graph_template.duplicate_entity_name,存在重复的实体名称：{name},存在重複的實體名稱：{name},Duplicate entity name: {name},重複するエンティティ名：{name}
graph_template.incomplete_relation,存在不完整的关系类型，请检查来源、关系名称和目标是否均已填写,存在不完整的關係類型，請檢查來源、關係名稱和目標是否均已填寫,Incomplete relation type found, please check source, relation name and target,不完全な関係タイプがあります。ソース、関係名、ターゲットが入力されているか確認してください
graph_template.duplicate_relation,存在重复的关系定义：{source} - {predicate} - {target},存在重複的關係定義：{source} - {predicate} - {target},Duplicate relation definition: {source} - {predicate} - {target},重複する関係定義：{source} - {predicate} - {target}
graph_template.relation_entity_not_found,关系中的来源或目标实体不存在于核心实体列表中,關係中的來源或目標實體不存在於核心實體列表中,Source or target entity in relation not found in core entity list,関係のソースまたはターゲットエンティティがコアエンティティリストに存在しません
graph_template.fetch_detail_failed,获取模板详情失败,獲取模板詳情失敗,Failed to fetch template detail,テンプレート詳細の取得に失敗しました
graph_template.name_duplicate,该模板名称已存在，请更换名称后保存,該模板名稱已存在，請更換名稱後保存,Template name already exists, please use another name,テンプレート名は既に存在します。別の名前を使用してください
data_pipeline.name_duplicate,管线名称已存在，请使用其他名称,管線名稱已存在，請使用其他名稱,"Pipeline name already exists, use another",パイプライン名は既に存在します。別の名前を使用してください
data_pipeline.name_label,名称,名稱,Name,名前
data_pipeline.name_max_length,名称长度不能超过20个字符,名稱長度不能超過20個字符,Name must be 20 characters or less,名前は20文字以内にしてください
data_pipeline.name_placeholder,请输入管线名称,請輸入管線名稱,Enter pipeline name,パイプライン名を入力してください
data_pipeline.node_config,节点配置,節點配置,Node Config,ノード設定
data_pipeline.node_content_cleaning,内容清洗,內容清洗,Content Cleaning,コンテンツ清洗
data_pipeline.node_desc_content_cleaning,规整文本，去冗余、修格式,規整文本，去冗餘、修格式,"Normalize text, remove redundancy, fix format",テキストを正規化し、冗長を除去、フォーマットを修正
data_pipeline.node_desc_document_chunking,拆分文档内容为语料片段,拆分文檔內容為語料片段,Split document content into chunks,ドキュメントをチャンクに分割
data_pipeline.node_desc_document_parsing,转文档为可处理的结构化文本,轉文檔為可處理的結構化文本,Convert documents to structured text for processing,ドキュメントを処理可能な構造化テキストに変換
data_pipeline.node_desc_graph_generation,提取信息，用图谱呈现内容关联,提取信息，用圖譜呈現內容關聯,Extract information and present relations as a graph,情報を抽出しグラフで関連を表示
data_pipeline.node_desc_summary_generation,生成文档摘要、文档标签与知识地图,生成文檔摘要、文檔標籤與知識地圖,"Generate document summary, tags and knowledge map",ドキュメント要約・タグ・知識マップを生成
data_pipeline.node_desc_vector_indexing,拆分文本并建索引，便于检索,拆分文本並建索引，便於檢索,Split text and build index for retrieval,テキストを分割し検索用インデックスを構築
data_pipeline.node_document_chunking,语料拆分,語料拆分,Chunking,チャンキング
data_pipeline.node_document_parsing,文档解析,文檔解析,Document Parsing,ドキュメント解析
data_pipeline.node_graph_generation,图谱生成,圖譜生成,Graph Generation,グラフ生成
data_pipeline.node_summary_generation,生成摘要,生成摘要,Summary Generation,要約生成
data_pipeline.node_vector_indexing,向量索引,向量索引,Vector Indexing,ベクトル索引
data_pipeline.parse_config_suffix,配置,配置,Config,設定
data_pipeline.parse_default_desc,由系统提供的解析服务,由系統提供的解析服務,Parsing service provided by the system,システム提供の解析サービス
data_pipeline.parse_scan_enhance,扫描件增强,掃描件增強,Scan Enhancement,スキャン強化
data_pipeline.parse_scan_enhance_desc,对纯图片型 PDF 启用轻量级 OCR,對純圖片型 PDF 啟用輕量級 OCR,Enable lightweight OCR for image-only PDFs,画像のみのPDFで軽量OCRを有効化
data_pipeline.run_mode_auto,自动,自動,Auto,自動
data_pipeline.run_mode_manual,手动,手動,Manual,手動
data_pipeline.run_mode_skip,跳过,跳過,Skip,スキップ
data_pipeline.smart_match,智能匹配,智能匹配,Smart Match,スマートマッチ
data_pipeline.smart_match_on_desc,智能选择拆分规则,智能選擇拆分規則,Smart chunking rule selection,スマート分割ルール選択
data_pipeline.smart_match_off_desc,手动选择拆分规则,手動選擇拆分規則,Manual chunking rule selection,手動で分割規則を選択
data_pipeline.section_title,数据管线,數據管線,Data Pipeline,データパイプライン
data_pipeline.summary_doc_summary,文档摘要,文檔摘要,Document Summary,ドキュメント要約
data_pipeline.summary_doc_summary_desc,提取文档的核心主题、关键内容点与核心内容，快速理解文档核心思想,提取文檔的核心主題、關鍵內容點與核心內容，快速理解文檔核心思想,Extract core topics and key content for quick understanding,核心テーマと重要内容を抽出して理解を促進
data_pipeline.summary_doc_tag,文档标签,文檔標籤,Document Tags,ドキュメントタグ
data_pipeline.summary_doc_tag_desc,基于文档的核心内容与重点信息，生成文档标签,基於文檔的核心內容與重點信息，生成文檔標籤,Generate tags from core content and key information,核心内容と重点情報からタグを生成
data_pipeline.summary_knowledge_map,知识地图,知識地圖,Knowledge Map,知識マップ
data_pipeline.summary_knowledge_map_desc,梳理文档内的逻辑框架与信息关联，生成可视化的内容结构与知识关联图谱,梳理文檔內的邏輯框架與信息關聯，生成可視化的內容結構與知識關聯圖譜,Organize logic and relations into a visual knowledge graph,論理と関連を可視化した知識グラフを生成
data_pipeline.vector_available,可用,可用,Available,利用可能
data_pipeline.vector_embedding_tip,此流水线使用知识库全局配置的 Embedding 模型，以确保全量数据兼容。如果需要更改模型，请前往系统接入设置。注意：更改后将触发该空间内所有文档的重新索引。,此流水線使用知識庫全局配置的 Embedding 模型，以確保全量數據兼容。如需更改模型，請前往系統接入設置。注意：更改後將觸發該空間內所有文檔的重新索引。,"This pipeline uses the knowledge base global Embedding model for full compatibility. To change the model, go to System Access settings. Note: changes will trigger re-indexing of all documents in the space.",このパイプラインは知識ベースのグローバルEmbeddingモデルを使用します。モデル変更はシステムアクセス設定から行ってください。変更後は空間内全ドキュメントの再索引が発生します。
data_pipeline.vector_global_embedding,系统嵌入模型（全局）,系統嵌入模型（全局）,System Embedding Model (Global),システム埋め込みモデル（グローバル）
data_pipeline.vector_go_model_setting,去「后台 - 知识库 - 模型设置」管理全局配置,去「後台 - 知識庫 - 模型設置」管理全局配置,Go to Backend - Knowledge - Model Settings to manage global config,管理画面 - 知識庫 - モデル設定でグローバル設定を管理
data_pipeline.vector_no_config,暂无配置，避免流程无法正常运行。请前往系统接入设置配置向量模型。,暫無配置，避免流程無法正常運行。請前往系統接入設置配置向量模型。,No config yet. Please configure the vector model in System Access settings to run the pipeline.,未設定です。パイプライン実行にはシステムアクセス設定でベクトルモデルを設定してください。
data_pipeline.vector_refresh_config,刷新配置,刷新配置,Refresh Config,設定を更新
data_pipeline.vector_unavailable,不可用,不可用,Unavailable,利用不可
database_management,数据库管理,數據庫管理,Database Management,データベース管理
database_management_desc,数据库管理员和开发人员可以使用这个工具来快速生成SQL语句，查询、更新和管理数据库，提高工作效率。,數據庫管理員和開發人員可以使用這個工具來快速生成SQL語句，查詢、更新和管理數據庫，提高工作效率。,"Database administrators and developers can use this tool to quickly generate SQL statements, query, update, and manage databases, improving work efficiency.",データベース管理者と開発者は、このツールを使用して、SQL文を迅速に生成し、データベースを照会、更新、管理し、作業効率を向上させることができます。
debug_preview,调试预览,調試預覽,Debug Preview,デバッグプレビュー
debugger_config_change_confirm,修改设置将重置调试区域，需要保存并重新开始调试,修改設置將重置調試區域，需要保存並重新開始調試,Modifying the settings will reset the debug area.You need to save and restart debugging,設定を変更するとデバッグ領域がリセットされます。保存して再開する必要があります
deep_seek,深度求索,深度求索,Deep Seek,深度求索
default_links.default_setting,默认设置,默認設置,Default Setting,デフォルト設定
default_links.jump_path,跳转地址,跳轉地址,Jump Address,ジャンプパス
default_links.website,网站,網站,Website,ウェブサイト
description,描述,描述,Description,説明
detail,详情,詳情,Detail,詳細
dialogue_detail,对话详情,對話詳情,Dialogue Detail,対話詳細
dialogue_frequency,对话频率,對話頻率,Dialogue Frequency,会話頻度
dialogue_record,对话记录,對話記錄,Conversation Record,対話記録
dialogue_total,对话总量,對話總量, Total Dialogue,会話総数
dify,Dify,Dify,Dify,Dify
dify_agent_get_tip,"前往Dify并登录（{url}）
第一步：选择要接入的智能体，点""访问API""
第二步：右上角复制""API服务器"" 和 ""API密钥""，填入下列表单。","前往Dify并登录（{url}）
第一步：选择要接入的智能体，点""访问API""
第二步：右上角复制""API服务器"" 和 ""API密钥""，填入下列表单。","Go to Dify and login ({url})
Step 1: Select the agent to be accessed, click ""Access API""
Step 2: Copy ""API Server"" and ""API Secret Key"" in the upper right corner, and fill in the form below.","Difyにログイン（{url}）
ステップ1：アクセスするインテリジェントエージェントを選択し、""APIアクセス""をクリック
ステップ2：右上の""APIサーバー""と""APIシークレットキー""をコピーし、以下のフォームに入力してください。"
disabled,已禁用,已禁用,Disabled,無効
display_order,显示顺序,顯示順序,Display Order,表示順
document_setting.builtin_editor,53AI Editor,內置編輯器,Builtin Editor,内蔵エディター
document_setting.builtin_viewer,53AI Viewer,內置查看器,Builtin Viewer,内蔵ビューアー
document_setting.edit,编辑,编辑,Edit,編集
document_setting.not_open,不开启,不開啟,Not Open,未開放
document_setting.parse,解析,解析,Parse,解析
document_setting.select_parse_method,选择解析方法,選擇解析方法,Select Parse Method,解析方法を選択してください
document_setting.select_split_method,选择拆分方法,選擇拆分方法,Select Split Method,分割方法を選択してください
document_setting.split,拆分,拆分,Split,分割
document_setting.standard_parse,标准解析,標準解析,Standard Parse,標準解析
document_setting.support_format,支持格式,支持格式,Support Format,サポート形式
document_setting.type,类型,類型,Type,タイプ
document_setting.view,查看,查看,View,表示
document_variable,文档变量,文件變量,Document Variables,ドキュメント変数
edit_agent,编辑智能体,編輯智能體,Edit Agent,エージェントを編集
effective,已生效,已生效,Effective,有効
email,电子邮箱,電子郵箱,Email,電子メール
empty_to_not_change,留空为不变更,留空為不變更,Leave blank for no change,空のままにすると変更しません
enabled,已启用,已啟用,Enabled,有効
end_time,结束时间,結束時間,End Time,結束時間
enterprise_edition,企业版,企業版,Enterprise Edition,エンタープライズ版
expand_setting,拓展设置,擴展設置,Expanded Settings,拡張設定
expired_time,到期时间,到期時間,Expiration Time,有効期限
fast_gpt,FastGPT,FastGPT,FastGPT,FastGPT
fastgpt_agent_get_tip,"前往 FastGPT（ {url} ）
第一步：登录FastGPT，点击进入「工作台」,点击选择要接入的应用；
第二步：进入应用，在「发布渠道」下选择""API 访问""；
第三步：在API密钥管理下，点击新建，新建成功后复制""API KEY""填入表单；
第四步：复制""API 根地址"",填入表单；","前往 FastGPT（ {url} ）
第一步：登录FastGPT，点击进入「工作台」,点击选择要接入的应用；
第二步：进入应用，在「发布渠道」下选择""API 访问""；
第三步：在API密钥管理下，点击新建，新建成功后复制""API KEY""填入表单；
第四步：复制""API 根地址"",填入表单；","Go to FastGPT ({ url })
 Step 1: Login FastGPT, click ""Workbench"" then click to select the application to access
 Step 2: Enter the application and select ""API Access"" under [Publishing Channels]
 Step 3: Under API Key Management, click New. After successful creation, copy ""API KEY"" and fill it into the form;
Step 4: Copy ""API Root Address"" and fill it into the form; ","FastGPT（ {url} ）にアクセス
手順1：FastGPTにログインし、「ワークスペース」に入り、接続したいアプリケーションを選択。
手順2：アプリケーションに入り、「配信チャネル」で「APIアクセス」を選択。
手順3：APIキー管理で新規作成をクリックし、作成後「API KEY」をコピーしてフォームに入力。
手順4：「APIルートアドレス」をコピーし、フォームに入力。"
feature_coming_soon,功能即将上线，敬请期待,功能即將上線，敬請期待,"Feature coming soon, please wait",機能はすぐに登場します。お楽しみに！
file.size_empty,文件内容不能为空,文件內容不能為空,File content cannot be empty,ファイルの内容を空にすることはできません
file.size_limit,文件上传大小不能超过{size}MB({name}大小已超出),文件上傳大小不能超過{size}MB({name}大小已超出),File upload size cannot exceed {size}MB ({name} size exceeds),ファイルのサイズは {size} MB を超えることはできません ({name} のサイズが超過しています)
file.type_limit,目前支持仅{accept}格式文件,目前支持僅{accept}格式文件,Currently only supports {accept} format files,現在、{accept} 形式のファイルのみサポートしています
file.upload_limit,最多上传{limit}个文件,最多上傳{limit}個文件,Upload up to {limit} files,最大 {limit} 個のファイルをアップロードできます
filter,筛选,篩選,Filter,フィルター
form.auto_generate_map_config,自动生成知识地图,自動生成知識地圖,Auto Generate Knowledge Map,自動生成知識地圖
form.auto_generate_map_config_desc,开启后，将自动生成文档的知识地图,開啟後，將自動生成文檔的知識地圖,"After enabling, the knowledge map of the document will be automatically generated",開啟後，將自動生成文檔的知識地圖
form.generate_rule,生成规则,生成規則,Generate Rule,生成規則
form.input_placeholder,请输入,請輸入,Please enter,入力してください
form.select_placeholder,请选择,請選擇,Please select,選択してください
form.set_variable_placeholder,请设置｛#变量｝,請設置｛#變量｝,Please set ｛#variable｝,｛#変数｝を設定してください
form.slide_empty_tip,请输入指令,請輸入指令,Please input instruction,指令を入力してください
form_account_exit,该共享账号已存在,該共享帳號已存在,This shared account already exists,この共有アカウントは既に存在します
form_account_validator,账号不能包含空格符号,帳號不能包含空格符號,Account cannot contain spaces,アカウントにスペースを含めることはできません
form_delete_confirm,确定删除该共享账号吗？,確定刪除該共享帳號嗎？,Are you sure you want to delete this shared account?,この共有アカウントを削除してもよろしいですか？
form_email_validator,请输入正确格式的邮箱地址,請輸入正確的電子郵箱地址,Please enter a valid email address,正しい電子メールアドレスを入力してください
form_hide_logo,隐藏技术支持Logo,隱藏技術支援Logo,Hide Technical Support Logo,技術サポートロゴを非表示
form_image_validator,请上传正确格式的图片,請上傳正確的圖片,Please upload a valid image,正しい画像をアップロードしてください
form_input_placeholder,请输入,請輸入,Please enter,入力してください
form_input_placeholder_max_length,最大限制输入{max}个字符,最大限制輸入{max}個字符,Maximum {max} characters allowed,最大入力{max}文字
form_link_validator,请输入正确格式的链接地址,請輸入正確的鏈接地址,Please enter a valid link address,正しいリンクアドレスを入力してください
form_mobile_or_email_validator,请输入正确格式的手机号码或邮箱地址,請輸入正確的手機號碼或電子郵箱地址,Please enter a valid mobile number or email address,正しい携帯電話番号または電子メールアドレスを入力してください
form_mobile_validator,请输入正确格式的手机号码,請輸入正確的手機號碼,Please enter a valid mobile number,正しい携帯電話番号を入力してください
form_password_validator,密码不能包含中文或空格符号,密碼不能包含中文或空格符號,Password cannot contain Chinese characters or spaces,パスワードには日本語やスペースを含めることはできません
form_path_same_tip,"已存在相同路径地址, 请重新输入","已存在相同路径地址, 请重新输入","The same path address already exists, please re-enter",すでに同じパスアドレスが存在します。再入力してください
form_path_validator,请输入正确格式的路径地址 (如:/index) ,请输入正确格式的路径地址 (如:/index) ,Please enter a valid path address (e.g. /index),正しいパスアドレスを入力してください(例:/index)
form_port_validator,端口只能是数字,端口只能是數字,Port must be a number,ポートは数字のみで入力してください
form_select_placeholder,请选择,請選擇,Please select,選択してください
form_upload_placeholder,请上传,請上傳,Please upload,アップロードしてください
form_url_validator,请输入正确格式的URL地址,請輸入正確的URL地址,Please enter a valid URL address,正しいURLアドレスを入力してください
form_variable_validator,变量名只能包含字母、数字和下划线，且不能以数字开头,變量名只能包含字母、數字和下劃線，且不能以數字開頭,"Variable names can only contain letters, numbers, and underscores, and cannot start with a number",変数名には英字、数字、アンダースコアのみ使用できます。数字で始まることはできません
function_update,功能更新,功能更新,Function Update,機能更新
function_update_desc,产品功能更新动态,產品功能更新動態,Product Feature Update,製品機能更新動態
generate_tip,角色指令自动生成,角色指令自動生成,Role Instruction Generation,役割指示の生成
get_verification_code,获取验证码,獲取驗證碼,Get Verification Code,検証コードを取得
go_home,回到首页,回到首頁,Go to Homepage,ホームページに戻る
google_account,谷歌账号,谷歌賬號,Google Account,Googleアカウント
group,分组,分組,Group,グループ
group_delete_confirm,确定删除该分组？,確定刪除該分組嗎？,Are you sure to delete this group?,このグループを削除してもよろしいですか？
group_management,分组管理,分組管理,Group Management,グループ管理
group_min_one,至少保留一个分组,至少保留一個分組,At least one group,少なくとも1つのグループを保持してください
group_not_empty,分组不能为空,分組不能為空,Group cannot be empty,グループを空にすることはできません
how_get,如何获取,如何獲取,How to obtain,如何获取
https_enabled,已启用HTTPS,已啟用HTTPS,HTTPS Enabled,HTTPS有効
icon,图标,圖標,Icon,アイコン
image,图片,圖片,Image,画像
image_cropper,图片裁剪,圖片裁剪,Image Cropper,画像裁剪
input,输入,輸入,Input,入力
intelligent_agent_platform,智能体平台,智能體平台,AI Agent Platform,インテリジェントエージェントプラットフォーム
internal_member_group,内部成员分组,內部成員分組,Internal Member Grouping,内部メンバーのグルーピング
internal_user.account.add,添加账号,添加帳號,Add Account,アカウントを追加
internal_user.account.department,部门,部門,Department,部門
internal_user.account.department_placeholder,请选择部门,請選擇部門,Please select department,部門を選択してください
internal_user.account.edit_member,编辑成员,編輯成員,Edit Member,メンバーを編集
internal_user.account.group,用户组,用戶組,Group,グループ
internal_user.account.mobile,手机,手機,Mobile,電話番号
internal_user.account.mobile_disabled_tip,注意: 所输入的手机号须与成员本人登录的手机号一致才能使用,注意: 所輸入的手機號須與成員本人登錄的手機號一致才能使用,Note: The mobile phone number entered must be the same as the member's login mobile phone number,注意: 所輸入の電話番号は、メンバー本人のログイン電話番号と一致している必要があります
internal_user.account.mobile_placeholder,请输入手机,請輸入手機號,Please enter a mobile phone number,電話番号を入力してください
internal_user.account.name,姓名,姓名,Name,名前
internal_user.account.name_disabled_tip,姓名来自第三方同步，不可修改,姓名来自第三方同步，不可修改,The name is synchronized from a third party and cannot be modified,名前は第三者の同期から来ているため、変更できません
internal_user.account.name_placeholder,请输入姓名,請輸入姓名,Please enter name,名前を入力してください
internal_user.account.nickname,昵称,暱稱,Nickname,ニックネーム
internal_user.account.nickname_placeholder,请输入昵称,請輸入暱稱,Please enter a nickname,ニックネームを入力してください
internal_user.account.password_placeholder,请设置初始密码,請設置初始密碼,Please set initial password,初期パスワードを入力してください
internal_user.account.register_to_internal_confirm,手机号 {mobile} 当前为注册用户。若将其添加为内部用户，系统将自动从注册用户列表中移除该账号，且用户密码保持不变。,手機號 ({mobile}) 已是註冊用戶，是否確認升級為內部用戶？,"The phone number ({mobile}) is already a registered user, are you sure to upgrade to an internal user?",電話番号 ({mobile}) はすでに登録されています。内部ユーザーにアップグレードしますか？
internal_user.account.same_member_exists_tip,成员手机已存在,成員手機已存在,The member's mobile phone number already exists,メンバーの電話番号がすでに存在します
internal_user.account.same_mobile_exists_tip,与第{index}个成员手机号相同,與第{index}個成員手機號相同,Same as the mobile phone number of the {index}th member,第{index}個のメンバーの電話番号と同じです
internal_user.account.search_placeholder,成员名/手机号/电子邮箱,成員名/手機號/電子郵箱,Member Name/Phone Number/Email,メンバー名/電話番号/電子メール
internal_user.account.status,状态,狀態,Status,ステータス
internal_user.account.title,账号,帳號,Account,アカウント
internal_user.action.disabled,禁用账号,,Disable Account,無効
internal_user.action.disabled_account,禁用账号,禁用帳號,Disable Account,無効化
internal_user.action.disabled_success,已禁用,已禁用,Disabled,無効
internal_user.action.enable,激活账号,,Activate Account,有効
internal_user.action.enable_account,激活账号,激活帳號,Activate Account,有効化
internal_user.action.enable_success,已激活,已激活,Activated,有効
internal_user.alias,通讯录,通訊錄,Contact,連絡先
internal_user.department.add,添加部门,添加部門,Add Department,部門を追加
internal_user.department.add_children,添加子部门,添加子部門,Add Sub Department,子部門を追加
internal_user.department.create,创建部门,創建部門,Create Department,部門を作成
internal_user.department.delete,删除,刪除,Delete,削除
internal_user.department.delete_confirm,确定删除该部门吗？,確定刪除該部門嗎？,Are you sure to delete this department?,この部門を削除してもよろしいですか？
internal_user.department.edit,编辑部门,編輯部門,Edit Department,部門を編集
internal_user.department.member_total_count,（{total}人）,（{total}人）,（{total} members）,（{total}人）
internal_user.department.move_down,下移,下移,Move Down,下に移動
internal_user.department.move_up,上移,上移,Move Up,上に移動
internal_user.department.name,部门名称,部門名稱,Department Name,部門名
internal_user.department.name_placeholder,请输入部门名称,請輸入部門名稱,Please enter department name,部門名を入力してください
internal_user.department.update_name,修改名称,修改名稱,Modify Name,名前を更新
internal_user.group.create,新建分组,新建分組,Create Group,新しいグループを作成
internal_user.group.create_tip,请先创建分组,請先創建分組,Please create a group first,グループを先に作成してください
internal_user.group.member,成员,成員,Member,メンバー
internal_user.group.remove_agent_confirm,确定移除该智能体吗？,確定移除該智能體嗎？,Are you sure you want to remove this agent?,このインテリジェントエージェントを削除してもよろしいですか？
internal_user.group.remove_ai_toolkit_confirm,确定移除该AI工具吗？,確定移除該 AI 工具嗎？,Are you sure you want to remove this AI tool?,この AI ツールを削除することを確認しますか？
internal_user.group.remove_prompt_confirm,确定移除该提示词吗？,確定移除該提示詞嗎？,Are you sure you want to remove this prompt?,このプロンプトを削除することを確認しますか？
internal_user.group.remove_user_confirm,确定移除该成员吗？,確定移除該成員嗎？,Are you sure you want to remove this member?,このメンバーを削除してもよろしいですか？
internal_user.group.search_placeholder,搜索分组,搜索分組,Search Group,グループを検索
internal_user.group.search_placeholder_v2,搜索用户组名称,搜索用戶組名稱,Search User Group Name,グループ名を検索
internal_user.group.title,分组,分組,Group,グループ
internal_user.group.usable,可使用,可使用,Available,可使用
internal_user.organization.all_search_placeholder,成员/部门,成員/部門,Member/Department,メンバー/部門
internal_user.organization.department_search_placeholder,部门,部門,Department,部門
internal_user.organization.title,组织,組織,Organization,組織
internal_user.organization.user_search_placeholder,成员,成員,Member,メンバー
internal_user.scope.selected_title,已选择项,已選擇項,Selected Items,選択済み項目
internal_user.scope.title,可见范围,可見範圍,Visible Range,可見範圍
internal_user.status.all,全部成员,全部成員,All Members,全てのメンバー
internal_user.status.disabled,被禁用,被禁用,Disabled,被禁用
internal_user.status.enabled,已加入,已加入,Joined,加入中
internal_user.status.undefined,未加入,未加入,Not Joined,未加入
internal_user.title,内部用户,內部用戶,Internal User,内部ユーザー
join_group,交流学习,交流學習,Join Group,交流学習
join_group_desc,加入交流群，共同学习进步,加入交流群，共同學習進步,Join the group to learn and progress together,交流学習グループに参加して、一緒に学び、進歩しましょう
jump_path,跳转地址,跳轉地址,Jump Address,ジャンプパス
keyword,关键词,關鍵詞,Keyword,キーワード
know_it,知道了,知道了,I know,わかった
knowledge.desc,"集多种文档类型与数据于一体的一站式解决方案。采用""空间+知识库""分层架构，实现内容的有序分类与精细化权限控制。","多種類的ドキュメントとデータを統合するための包括的なソリューション。 ""空間 + 知識ベース"" 層化アーキテクチャを採用し、コンテンツを秩序的に分類し、細かい権限制御を実現します。","A comprehensive solution for integrating multiple document types and data. Adopts a ""space + knowledge base"" layered architecture, enabling ordered classification and fine-grained permission control of content.","多種類のドキュメントとデータを統合するための包括的なソリューション。 ""空間 + 知識ベース"" 層化アーキテクチャを採用し、コンテンツを秩序的に分類し、細かい権限制御を実現します。"
knowledge.file,知识文档,知識ファイル,Knowledge File,知識ファイル
knowledge.name,知识库,知識庫,Knowledge Base,知識
knowledge.short_name,知识,知識,Knowledge,知識
language,语言,語言,Language,言語
language_option_label.en,英文-EN,英文-EN,English-EN,英文-EN
language_option_label.jp,日文-JP,日文-JP,Japanese-JP,日文-JP
language_option_label.zh-cn,中文-CN,中文-CN,Chinese-CN,中文-CN
language_option_label.zh-tw,中文-TW,中文-TW,Chinese-TW,中文-TW
last_edit,最近编辑,最近编辑,Last Edit,最近編集
layout_option_desc.center,布局紧凑且内容居中,布局緊湊且內容居中,"Center layout, compact content",緊密なレイアウト、コンテンツを中心に配置します
layout_option_desc.loose,布局宽松铺满屏幕，自适应用户的分辨率,布局寬鬆鋪滿屏幕，自適應用戶的分辨率,"Loose layout, full screen, adaptive to user resolution",緩いレイアウト、画面を埋め尽くし、ユーザーの解像度に適応します
layout_option_label.center,居中,居中,Center,中心
layout_option_label.loose,宽松,寬鬆,Loose,緩い
limit,限制,限制,Restriction,制限
limit_every_dialogue,限制每个用户总对话数,限制每個用戶總對話數,Limit total dialogues per user,各ユーザーの総会話数を制限する
local_config_limited_desc,由于当前系统访问为内网地址({url})，无法添加/配置Coze 智能体、微信支付、支付宝支持，需要部署到外网能访问的地址访问再配置。,由於當前系統訪問為內網地址({url})，無法添加/配置Coze 智能體、微信支付、支付寶支持，需要部署到外網能訪問的地址訪問再配置。,"Due to the current system access being an intranet address ({url}), adding/configuring Coze agents, WeChat Pay, and Alipay is not possible. It needs to be deployed to an address accessible from the external network before configuration.",現在のシステムアクセスが内部ネットワークアドレス({url})であるため、Coze インテリジェントエージェント、WeChat支払い、Alipay支払いを追加/設定できません。外部からアクセスできるアドレスにデプロイして設定する必要があります。
local_config_limited_tip,配置受限提示,配置受限提示,Configuration Limited Tip,設定受限提示
login.I_remember,我记住了,我記住了,I got it,覚えています
login.account_exists,,,"The phone number has been registered, use the account to login.",
login.account_format,账号必须以字母开头，只能包含字母、数字和下划线,賬號必須以字母開頭，只能包含字母、數字和下劃線,"Account must start with a letter, and can only contain letters, numbers, and underscores",アカウントは英字で始まり、英字、数字、および下線のみを含める必要があります
login.account_length,账号长度必须在 4-20 个字符之间,賬號長度必須在 4-20 個字符之間,Account length must be between 4 and 20 characters,アカウント長さは4から20文字の間である必要があります
login.account_no_exists,,,"The phone number has not been registered, please register first.",
login.account_placeholder,请输入您的手机号/邮箱,請輸入您的手機號/郵箱,Please enter your phone number/email,ユーザー名を入力してください
login.agree,条款和条件,條款和條件,Terms and Conditions,条项和条件
login.agree_and_policy,登录即视您同意{agree}和{policy},登錄即視您同意{agree}和{policy},Login means you agree to {agree} and {policy},ログイン即視您同意{agree}和{policy}
login.agree_tip,登录即视您同意,登錄即視您同意,Login means you agree to,ログイン即視您同意
login.ai_privacy_policy,AI隐私协议,AI隱私政策,AI Privacy Policy,AIプライバシーポリシー
login.and,和,和,and,と
login.and_character,、,、,",",・
login.application_complete,完成申请,完成申請,Complete Application,申請完了
